InputStoryid,premise,hypothesis,label,ending_id,text
37120c4b-0f9d-4467-ac5c-ef999e72ee70,"Hannah was feeling very stiff and inflexible. She decided to enroll in Yoga class to improve her flexibility. She was terrible at Yoga and for months she did not improve. But, she decided to stick with it and keep trying.",Hannah eventually succeeded.,1,2,"Hannah was feeling very stiff and inflexible. She decided to enroll in Yoga class to improve her flexibility. She was terrible at Yoga and for months she did not improve. But, she decided to stick with it and keep trying. [SEP] Hannah eventually succeeded."
3c15c1f6-ec72-48c3-abc6-830b9bff0ede,There was a hurricane coming and we had to evacuate. We packed what we needed and headed to the other side of the island. We waited out the storm there with family. When it was over we packed our things and went home.,"We found our house standing, but in shambles.",1,1,"There was a hurricane coming and we had to evacuate. We packed what we needed and headed to the other side of the island. We waited out the storm there with family. When it was over we packed our things and went home. [SEP] We found our house standing, but in shambles."
3c15c1f6-ec72-48c3-abc6-830b9bff0ede,There was a hurricane coming and we had to evacuate. We packed what we needed and headed to the other side of the island. We waited out the storm there with family. When it was over we packed our things and went home.,We decided to go swimming on the beach.,0,2,There was a hurricane coming and we had to evacuate. We packed what we needed and headed to the other side of the island. We waited out the storm there with family. When it was over we packed our things and went home. [SEP] We decided to go swimming on the beach.
50947e83-b0fe-44e9-b5a6-f8039c4f09f2,Bill was poor. Bill had a minimum wage job. He could barely pay his bills. Bill decided to get a degree in computer science.,Bill started making much better money.,1,1,Bill was poor. Bill had a minimum wage job. He could barely pay his bills. Bill decided to get a degree in computer science. [SEP] Bill started making much better money.
50947e83-b0fe-44e9-b5a6-f8039c4f09f2,Bill was poor. Bill had a minimum wage job. He could barely pay his bills. Bill decided to get a degree in computer science.,Bill made less money as a computer scientist than he did before.,0,2,Bill was poor. Bill had a minimum wage job. He could barely pay his bills. Bill decided to get a degree in computer science. [SEP] Bill made less money as a computer scientist than he did before.
97e4abb2-565d-4064-81a3-4bc93dadeddd,Jen screamed out her window that no one cared about her. Her neighbors yelled for her to shut up. Jen screamed even louder and now with profanities. The neighbors called the cops.,Jen loved her neighbors.,0,1,Jen screamed out her window that no one cared about her. Her neighbors yelled for her to shut up. Jen screamed even louder and now with profanities. The neighbors called the cops. [SEP] Jen loved her neighbors.
97e4abb2-565d-4064-81a3-4bc93dadeddd,Jen screamed out her window that no one cared about her. Her neighbors yelled for her to shut up. Jen screamed even louder and now with profanities. The neighbors called the cops.,Jen had the cops show up at her front door.,1,2,Jen screamed out her window that no one cared about her. Her neighbors yelled for her to shut up. Jen screamed even louder and now with profanities. The neighbors called the cops. [SEP] Jen had the cops show up at her front door.
2e2b0ba2-cc01-48ca-983d-50109116c862,Tim bought a record player at a thrift shop. He didn't have any records to play on it. He asked his parents if they had any. They gave him their entire record collection from their youth.,He felt cool and retro when he played records at a party.,1,1,Tim bought a record player at a thrift shop. He didn't have any records to play on it. He asked his parents if they had any. They gave him their entire record collection from their youth. [SEP] He felt cool and retro when he played records at a party.
2e2b0ba2-cc01-48ca-983d-50109116c862,Tim bought a record player at a thrift shop. He didn't have any records to play on it. He asked his parents if they had any. They gave him their entire record collection from their youth.,He broke the records one by one as his parents watched.,0,2,Tim bought a record player at a thrift shop. He didn't have any records to play on it. He asked his parents if they had any. They gave him their entire record collection from their youth. [SEP] He broke the records one by one as his parents watched.
6001c530-a64f-4128-82db-deb6bd81e8b8,Lester has always wanted to be more artistic. He decides to try to draw a picture of a flower one day. He sits in front of a beautiful orchid and begins to draw. Lester's drawing comes out very well.,He hangs the picture on the wall in his living room.,1,1,Lester has always wanted to be more artistic. He decides to try to draw a picture of a flower one day. He sits in front of a beautiful orchid and begins to draw. Lester's drawing comes out very well. [SEP] He hangs the picture on the wall in his living room.
6001c530-a64f-4128-82db-deb6bd81e8b8,Lester has always wanted to be more artistic. He decides to try to draw a picture of a flower one day. He sits in front of a beautiful orchid and begins to draw. Lester's drawing comes out very well.,He decides never to draw anything again.,0,2,Lester has always wanted to be more artistic. He decides to try to draw a picture of a flower one day. He sits in front of a beautiful orchid and begins to draw. Lester's drawing comes out very well. [SEP] He decides never to draw anything again.
0990d818-d928-4d78-a5a5-41b6b4876019,Bob needed a new pair of socks. He went to the local department store to buy them. The store was having a big sale. He found himself buying lots of great stuff.,Bob really enjoyed his shopping trip.,1,1,Bob needed a new pair of socks. He went to the local department store to buy them. The store was having a big sale. He found himself buying lots of great stuff. [SEP] Bob really enjoyed his shopping trip.
0990d818-d928-4d78-a5a5-41b6b4876019,Bob needed a new pair of socks. He went to the local department store to buy them. The store was having a big sale. He found himself buying lots of great stuff.,Bob returned everything the next day.,0,2,Bob needed a new pair of socks. He went to the local department store to buy them. The store was having a big sale. He found himself buying lots of great stuff. [SEP] Bob returned everything the next day.
38b21dc3-18c1-4203-a8e5-2c1d9fa8a9f8,"Alice's friends invited her out to lunch. She drove out to meet them at a restaurant. Her friends were waiting at a table but had already ordered. By the time she had her food, they were already done eating.",Alice felt her friends were slightly thoughtless.,1,1,"Alice's friends invited her out to lunch. She drove out to meet them at a restaurant. Her friends were waiting at a table but had already ordered. By the time she had her food, they were already done eating. [SEP] Alice felt her friends were slightly thoughtless."
38b21dc3-18c1-4203-a8e5-2c1d9fa8a9f8,"Alice's friends invited her out to lunch. She drove out to meet them at a restaurant. Her friends were waiting at a table but had already ordered. By the time she had her food, they were already done eating.",Alice felt her friends were very thoughtful.,0,2,"Alice's friends invited her out to lunch. She drove out to meet them at a restaurant. Her friends were waiting at a table but had already ordered. By the time she had her food, they were already done eating. [SEP] Alice felt her friends were very thoughtful."
57d1f6e1-cdbc-4df6-9841-5dba89d3e63e,"Jeremy's mother didn't approve of his lifestyle. When he was 21, Jeremy decided to move out. He found an apartment in a nearby state with a new job. After several Years he cleaned up, and finances his own life.",Jeremy had to move back in with his mother.,0,1,"Jeremy's mother didn't approve of his lifestyle. When he was 21, Jeremy decided to move out. He found an apartment in a nearby state with a new job. After several Years he cleaned up, and finances his own life. [SEP] Jeremy had to move back in with his mother."
